cx,cy,area,x,y,w,h,width,height,aspectratio,extent,solidity,angle,tag
923,3940,2.739956172388605,863,3925,122,32,3.2972972972972974,0.8648648648648649,3.8125,0.9608094262295082,1.0,0.0,13
763,3940,4.302410518626735,668,3925,191,32,5.162162162162162,0.8648648648648649,5.96875,0.9636780104712042,1.0,0.0,13
534,3940,5.819576333089847,406,3925,258,32,6.972972972972973,0.8648648648648649,8.0625,0.9649951550387597,1.0,0.0,13
325,3940,3.414170927684441,238,3925,164,32,4.4324324324324325,0.8648648648648649,5.125,0.890625,0.9758847478860008,0.0,13
236,3937,0.2574872169466764,230,3925,16,32,0.4324324324324324,0.8648648648648649,0.5,0.6884765625,0.9873949579831932,29.969900131225582,49
166,3930,0.0708546384222059,162,3925,13,14,0.3513513513513513,0.3783783783783784,0.9285714285714286,0.532967032967033,0.97,32.10629653930664,49
3111,3914,0.1563184806428049,3093,3909,32,11,0.8648648648648649,0.2972972972972973,2.909090909090909,0.6079545454545454,0.9596412556053812,58.65660858154297,49
2884,3914,0.1555880204528853,2866,3909,32,11,0.8648648648648649,0.2972972972972973,2.909090909090909,0.6051136363636364,0.9659863945578232,59.16611099243164,49
169,3912,0.1439006574141709,162,3904,16,16,0.4324324324324324,0.4324324324324324,1.0,0.76953125,0.985,9.924195289611816,49
4089,3903,0.3623082542001461,4081,3888,17,32,0.4594594594594595,0.8648648648648649,0.53125,0.9117647058823528,1.0,0.0,13
3929,3903,6.634769905040176,3783,3888,294,32,7.945945945945946,0.8648648648648649,9.1875,0.9654549319727892,1.0,0.0,13
3622,3903,6.976990504017531,3457,3888,321,32,8.675675675675675,0.8648648648648649,10.03125,0.9298578660436138,0.9643596345095664,0.0,13
3438,3903,0.5953250547845143,3420,3888,37,31,1.0,0.8378378378378378,1.1935483870967742,0.7105492589363557,0.978978978978979,113.29566955566406,49
3356,3903,2.331628926223521,3305,3888,115,32,3.108108108108108,0.8648648648648649,3.59375,0.8673913043478261,0.9072047747619724,0.0,13
3202,3902,4.360482103725347,3086,3888,215,32,5.8108108108108105,0.8648648648648649,6.71875,0.8676598837209303,0.9212191358024692,93.54961395263672,13
2979,3902,4.546384222059897,2859,3888,223,32,6.027027027027027,0.8648648648648649,6.96875,0.8721973094170403,0.924608185397014,91.56034088134766,13
2797,3903,2.558802045288532,2741,3888,114,32,3.081081081081081,0.8648648648648649,3.5625,0.960252192982456,1.0,0.0,13
2707,3903,1.2468955441928415,2669,3888,67,32,1.8108108108108107,0.8648648648648649,2.09375,0.7961753731343284,0.9026969857218404,0.0,13
2600,3905,1.4901387874360847,2552,3888,96,32,2.5945945945945947,0.8648648648648649,3.0,0.6640625,0.827922077922078,77.08234405517578,13
2371,3904,7.523739956172388,2184,3888,364,32,9.83783783783784,0.8648648648648649,11.375,0.884271978021978,0.932000180970909,90.19039916992188,13
2040,3903,5.005113221329437,1919,3888,243,32,6.567567567567568,0.8648648648648649,7.59375,0.8811728395061729,0.9547829722009336,0.0,13
1811,3903,3.1924762600438275,1740,3888,158,32,4.27027027027027,0.8648648648648649,4.9375,0.8644185126582279,0.9184617001155826,89.95462799072266,13
1662,3902,3.2034331628926225,1573,3888,163,32,4.405405405405405,0.8648648648648649,5.09375,0.8407783742331288,0.9008833196384552,92.82853698730467,13
1475,3903,4.2118334550766985,1382,3888,187,32,5.054054054054054,0.8648648648648649,5.84375,0.9635695187165776,1.0,0.0,13
1299,3903,3.509861212563916,1222,3888,156,32,4.216216216216216,0.8648648648648649,4.875,0.962540064102564,1.0,0.0,13
1103,3903,5.117604090577063,990,3888,227,32,6.135135135135135,0.8648648648648649,7.09375,0.9644823788546256,1.0,0.0,13
923,3903,2.739956172388605,863,3888,122,32,3.2972972972972974,0.8648648648648649,3.8125,0.9608094262295082,1.0,0.0,13
783,3903,3.387509130752374,698,3888,161,32,4.351351351351352,0.8648648648648649,5.03125,0.9001358695652174,0.9620371330774816,0.0,13
542,3904,5.396274653031409,406,3888,258,32,6.972972972972973,0.8648648648648649,8.0625,0.8948037790697675,0.9609756097560976,83.38082885742188,13
268,3893,0.0693937180423666,264,3888,13,14,0.3513513513513513,0.3783783783783784,0.9285714285714286,0.521978021978022,0.964467005076142,28.366430282592773,49
318,3903,3.642074506939372,230,3888,172,32,4.648648648648648,0.8648648648648649,5.375,0.9058866279069768,0.9405772495755518,46.00770568847656,13
199,3901,1.0803506208911615,162,3888,64,32,1.7297297297297298,0.8648648648648649,2.0,0.72216796875,0.8341793570219966,108.4844741821289,13
120,3904,1.6289262235208182,66,3888,92,32,2.4864864864864864,0.8648648648648649,2.875,0.7574728260869565,0.9527878658406324,0.0,13
271,3875,0.1446311176040906,264,3867,16,16,0.4324324324324324,0.4324324324324324,1.0,0.7734375,0.9875311720698254,6.826929092407227,49
1855,3866,0.2783053323593864,1846,3853,20,27,0.5405405405405406,0.7297297297297297,0.7407407407407407,0.7055555555555556,0.960907944514502,73.65499114990234,13
4089,3866,0.3623082542001461,4081,3851,17,32,0.4594594594594595,0.8648648648648649,0.53125,0.9117647058823528,1.0,0.0,13
3910,3855,0.2078159240321402,3893,3851,35,12,0.945945945945946,0.3243243243243243,2.9166666666666665,0.6773809523809524,0.9827288428324698,124.48420715332033,49
3931,3867,6.0314097881665445,3783,3851,294,32,7.945945945945946,0.8648648648648649,9.1875,0.87765731292517,0.9090608829681824,89.63786315917969,13
3541,3866,10.68809349890431,3305,3851,473,32,12.783783783783784,0.8648648648648649,14.78125,0.9667019027484144,1.0,0.0,13
3193,3866,4.845872899926954,3086,3851,215,32,5.8108108108108105,0.8648648648648649,6.71875,0.9642441860465116,1.0,0.0,13
2970,3866,5.027027027027027,2859,3851,223,32,6.027027027027027,0.8648648648648649,6.96875,0.9644058295964124,1.0,0.0,13
2797,3866,2.558802045288532,2741,3851,114,32,3.081081081081081,0.8648648648648649,3.5625,0.960252192982456,1.0,0.0,13
2663,3866,3.253834915997078,2581,3851,155,32,4.1891891891891895,0.8648648648648649,4.84375,0.8980846774193548,0.9794415127528584,91.05834197998048,13
2466,3866,3.867056245434624,2381,3851,183,32,4.945945945945946,0.8648648648648649,5.71875,0.9040300546448088,0.9801888539159416,90.91526794433594,13
2267,3866,3.173119065010957,2197,3851,152,32,4.108108108108108,0.8648648648648649,4.75,0.8930921052631579,0.9783783783783784,90.94860076904295,13
2062,3866,5.864864864864865,1933,3851,260,32,7.027027027027027,0.8648648648648649,8.125,0.9650240384615384,1.0,0.0,13
1878,3865,0.4054054054054054,1869,3851,29,32,0.7837837837837838,0.8648648648648649,0.90625,0.5980603448275862,0.7307439104674127,0.0,13
1790,3866,2.287070854638422,1740,3851,102,32,2.756756756756757,0.8648648648648649,3.1875,0.959252450980392,1.0,0.0,13
1661,3867,3.256391526661797,1573,3851,163,32,4.405405405405405,0.8648648648648649,5.09375,0.8546779141104295,0.9345911949685536,83.78179931640625,13
1474,3866,4.211468224981738,1382,3851,187,32,5.054054054054054,0.8648648648648649,5.84375,0.9634859625668448,1.0,90.18482208251952,13
1299,3866,3.509861212563916,1222,3851,156,32,4.216216216216216,0.8648648648648649,4.875,0.962540064102564,1.0,0.0,13
1103,3866,5.117604090577063,990,3851,227,32,6.135135135135135,0.8648648648648649,7.09375,0.9644823788546256,1.0,0.0,13
923,3866,2.739956172388605,863,3851,122,32,3.2972972972972974,0.8648648648648649,3.8125,0.9608094262295082,1.0,0.0,13
763,3866,4.302410518626735,668,3851,191,32,5.162162162162162,0.8648648648648649,5.96875,0.9636780104712042,1.0,0.0,13
543,3865,5.356829802775748,406,3851,258,32,6.972972972972973,0.8648648648648649,8.0625,0.8882630813953488,0.93862792781262,92.36973571777344,13
339,3865,2.7633308984660334,264,3851,138,32,3.72972972972973,0.8648648648648649,4.3125,0.8566576086956522,0.9284574794453307,103.1045379638672,13
237,3867,0.956172388604821,204,3851,56,32,1.5135135135135136,0.8648648648648649,1.75,0.73046875,0.908081859174471,78.18025207519531,13
202,3863,0.2589481373265157,196,3851,16,32,0.4324324324324324,0.8648648648648649,0.5,0.6923828125,0.9860917941585536,29.791168212890625,49
146,3866,1.9192841490138788,99,3851,93,32,2.5135135135135136,0.8648648648648649,2.90625,0.8828965053763441,0.94701748062714,89.1650619506836,13
3907,3839,0.231190650109569,3892,3832,35,14,0.945945945945946,0.3783783783783784,2.5,0.6459183673469387,0.9693721286370596,123.37873840332033,49
62,3830,0.6654492330168006,32,3816,54,30,1.4594594594594594,0.8108108108108109,1.8,0.5623456790123457,0.8008791208791208,97.61785125732422,13
4089,3829,0.3623082542001461,4081,3814,17,32,0.4594594594594595,0.8648648648648649,0.53125,0.9117647058823528,1.0,0.0,13
4005,3829,3.1632578524470416,3917,3814,160,32,4.324324324324325,0.8648648648648649,5.0,0.84580078125,0.9600931160625208,89.94970703125,13
3910,3818,0.2078159240321402,3893,3814,35,12,0.945945945945946,0.3243243243243243,2.9166666666666665,0.6773809523809524,0.9827288428324698,124.48420715332033,49
3833,3829,2.2596785975164355,3783,3814,120,32,3.2432432432432434,0.8648648648648649,3.75,0.8055989583333333,0.9458798348876318,90.16030883789062,13
3541,3829,10.68809349890431,3305,3814,473,32,12.783783783783784,0.8648648648648649,14.78125,0.9667019027484144,1.0,0.0,13
3193,3829,4.845872899926954,3086,3814,215,32,5.8108108108108105,0.8648648648648649,6.71875,0.9642441860465116,1.0,0.0,13
2970,3829,5.027027027027027,2859,3814,223,32,6.027027027027027,0.8648648648648649,6.96875,0.9644058295964124,1.0,0.0,13
2797,3829,2.558802045288532,2741,3814,114,32,3.081081081081081,0.8648648648648649,3.5625,0.960252192982456,1.0,0.0,13
2665,3829,3.1475529583637694,2596,3814,140,32,3.783783783783784,0.8648648648648649,4.375,0.9618303571428573,1.0,0.0,13
2476,3828,4.304601899196494,2381,3814,210,32,5.675675675675675,0.8648648648648649,6.5625,0.8769345238095239,0.952789005658852,85.33902740478516,13
2278,3828,3.58436815193572,2197,3814,180,32,4.864864864864865,0.8648648648648649,5.625,0.8519097222222223,0.9350228658536586,79.47551727294922,13
2042,3829,4.9466764061358655,1933,3814,229,32,6.1891891891891895,0.8648648648648649,7.15625,0.9241266375545852,0.9730584093684892,0.0,13
1887,3829,1.7859751643535426,1845,3814,83,32,2.2432432432432434,0.8648648648648649,2.59375,0.9205572289156626,0.967741935483871,90.35084533691406,13
1790,3829,2.287070854638422,1740,3814,102,32,2.756756756756757,0.8648648648648649,3.1875,0.959252450980392,1.0,0.0,13
1565,3829,7.105186267348429,1382,3814,354,32,9.567567567567568,0.8648648648648649,11.0625,0.8586687853107344,0.9116213683223992,86.50910949707031,13
1299,3829,3.508035062089116,1222,3814,156,32,4.216216216216216,0.8648648648648649,4.875,0.9620392628205128,0.999791818465702,92.66748046875,13
1103,3829,5.117604090577063,990,3814,227,32,6.135135135135135,0.8648648648648649,7.09375,0.9644823788546256,1.0,0.0,13
923,3829,2.739956172388605,863,3814,122,32,3.2972972972972974,0.8648648648648649,3.8125,0.9608094262295082,1.0,0.0,13
763,3829,4.302410518626735,668,3814,191,32,5.162162162162162,0.8648648648648649,5.96875,0.9636780104712042,1.0,0.0,13
534,3829,5.819576333089847,406,3814,258,32,6.972972972972973,0.8648648648648649,8.0625,0.9649951550387597,1.0,0.0,13
299,3829,4.544558071585098,196,3814,206,32,5.567567567567568,0.8648648648648649,6.4375,0.9437955097087378,0.9789929189614476,90.09049224853516,13
143,3828,2.1460920379839297,80,3814,112,32,3.027027027027027,0.8648648648648649,3.5,0.8197544642857143,0.9562245728234336,0.0,13
3907,3802,0.231190650109569,3892,3795,35,14,0.945945945945946,0.3783783783783784,2.5,0.6459183673469387,0.9693721286370596,123.37873840332033,49
3438,3792,0.5953250547845143,3420,3777,37,31,1.0,0.8378378378378378,1.1935483870967742,0.7105492589363557,0.978978978978979,113.29566955566406,49
2211,3786,0.9817384952520088,2197,3754,35,55,0.945945945945946,1.4864864864864864,0.6363636363636364,0.6981818181818182,0.9900552486187846,151.8579559326172,13
3105,3755,0.4324324324324324,3087,3743,38,26,1.027027027027027,0.7027027027027027,1.4615384615384617,0.5991902834008097,0.976897689768977,62.023834228515625,49
2877,3755,0.4313367421475529,2859,3743,39,26,1.054054054054054,0.7027027027027027,1.5,0.5823471400394478,0.9736191261335532,62.27439498901367,49
633,3736,0.2768444119795471,624,3724,20,26,0.5405405405405406,0.7027027027027027,0.7692307692307693,0.7288461538461538,0.9656050955414012,73.74810028076172,13
3911,3485,0.2063550036523009,3893,3481,35,12,0.945945945945946,0.3243243243243243,2.9166666666666665,0.6726190476190477,0.9792027729636048,130.6077880859375,49
3907,3469,0.2348429510591672,3892,3462,35,14,0.945945945945946,0.3783783783783784,2.5,0.6561224489795918,0.9742424242424242,123.42180633544922,49
3651,3447,0.1658144631117604,3639,3443,32,11,0.8648648648648649,0.2972972972972973,2.909090909090909,0.6448863636363636,0.9721627408993576,62.69736099243164,49
3596,3446,0.1088385682980277,3588,3443,21,11,0.5675675675675675,0.2972972972972973,1.9090909090909087,0.645021645021645,0.9612903225806452,79.57783508300781,13
2118,3447,0.1059167275383491,2110,3443,20,11,0.5405405405405406,0.2972972972972973,1.818181818181818,0.6590909090909091,0.9602649006622516,79.1045150756836,13
1186,3446,0.10409057706355,1178,3443,20,11,0.5405405405405406,0.2972972972972973,1.818181818181818,0.6477272727272727,0.9531772575250836,81.28504180908203,13
3663,3433,0.1577794010226442,3645,3428,32,11,0.8648648648648649,0.2972972972972973,2.909090909090909,0.6136363636363636,0.9621380846325168,59.15190505981445,49
3599,3434,0.1081081081081081,3588,3428,21,11,0.5675675675675675,0.2972972972972973,1.9090909090909087,0.6406926406926406,0.9579288025889968,80.66572570800781,13
2120,3434,0.101899196493791,2110,3428,20,11,0.5405405405405406,0.2972972972972973,1.818181818181818,0.634090909090909,0.9489795918367347,81.95498657226562,13
1188,3434,0.1033601168736303,1178,3428,20,11,0.5405405405405406,0.2972972972972973,1.818181818181818,0.6431818181818182,0.9528619528619529,81.57093048095703,13
3493,3422,0.4324324324324324,3475,3410,39,26,1.054054054054054,0.7027027027027027,1.5,0.5838264299802761,0.976897689768977,62.30680465698242,49
3909,3421,0.5953250547845143,3892,3407,36,31,0.972972972972973,0.8378378378378378,1.1612903225806452,0.7302867383512545,0.983705491852746,112.88356018066406,49
4089,3422,0.3732651570489408,4081,3406,17,33,0.4594594594594595,0.8918918918918919,0.5151515151515151,0.910873440285205,1.0,0.0,13
4007,3421,3.185171658144631,3928,3406,149,33,4.027027027027027,0.8918918918918919,4.515151515151516,0.8868212324588164,0.9208108964206524,0.0,13
3831,3421,2.253469685902118,3783,3406,109,33,2.945945945945946,0.8918918918918919,3.303030303030303,0.857659160411454,0.8926504629629629,0.0,13
3694,3420,3.5467494521548577,3588,3406,190,33,5.135135135135135,0.8918918918918919,5.757575757575758,0.7744019138755981,0.8326331132641688,89.18689727783203,13
3549,3422,1.6059167275383492,3507,3406,78,33,2.108108108108108,0.8918918918918919,2.363636363636364,0.8541181041181041,0.9286166842661034,0.0,13
3439,3411,0.2293644996347699,3422,3406,35,13,0.945945945945946,0.3513513513513513,2.6923076923076925,0.6901098901098901,0.98125,115.13787841796876,49
3378,3423,3.254565376186998,3305,3406,177,33,4.783783783783784,0.8918918918918919,5.363636363636363,0.7627974661872967,0.8158762131477751,82.8974609375,13
3263,3422,1.695763330898466,3216,3406,85,33,2.2972972972972974,0.8918918918918919,2.575757575757576,0.8276292335115865,0.9183148734177216,0.0,13
3142,3423,1.8517165814463112,3086,3406,110,33,2.972972972972973,0.8918918918918919,3.333333333333333,0.6983471074380165,0.8529609690444145,76.11175537109375,13
2911,3422,7.936084733382031,2741,3406,341,33,9.216216216216216,0.8918918918918919,10.333333333333334,0.9654758731005064,0.9986212601682064,90.03419494628906,13
2664,3422,3.3075237399561725,2582,3406,154,33,4.162162162162162,0.8918918918918919,4.666666666666667,0.8909878000787091,0.9691780821917808,0.0,13
2465,3421,3.9532505478451423,2381,3406,180,33,4.864864864864865,0.8918918918918919,5.454545454545454,0.9111111111111112,0.9657387580299786,0.0,13
2285,3421,2.3546384222059897,2232,3406,115,33,3.108108108108108,0.8918918918918919,3.484848484848485,0.8494071146245059,0.9281600921393608,0.0,13
2213,3421,0.7848794740686632,2197,3406,35,33,0.945945945945946,0.8918918918918919,1.0606060606060606,0.9303030303030304,0.9953682260305696,178.42755126953125,13
2151,3416,1.1077428780131482,2110,3406,83,33,2.2432432432432434,0.8918918918918919,2.515151515151515,0.5536692223439211,0.7175301632363378,80.05711364746094,13
2019,3422,4.043462381300219,1933,3406,174,33,4.702702702702703,0.8918918918918919,5.2727272727272725,0.9640369209334728,1.0,90.2031707763672,13
1833,3422,4.370708546384222,1740,3406,188,33,5.081081081081081,0.8918918918918919,5.696969696969697,0.964458413926499,1.0,89.81517791748047,13
1675,3422,2.781227173119065,1616,3406,120,33,3.2432432432432434,0.8918918918918919,3.636363636363636,0.961489898989899,1.0,89.67073059082031,13
1518,3422,4.342951059167276,1425,3406,187,33,5.054054054054054,0.8918918918918919,5.666666666666667,0.963458110516934,0.9989918507939176,0.3896309435367584,13
1322,3421,2.682615047479912,1265,3406,126,33,3.4054054054054053,0.8918918918918919,3.8181818181818175,0.8832371332371333,0.9484762396694216,0.0,13
1205,3419,0.627100073046019,1178,3406,55,33,1.4864864864864864,0.8918918918918919,1.6666666666666667,0.4730027548209366,0.6797307996832938,104.00056457519533,13
1101,3422,3.3279766252739225,1019,3406,155,33,4.1891891891891895,0.8918918918918919,4.696969696969697,0.8907135874877811,0.9685374149659864,0.0,13
925,3421,2.9112490869247627,863,3406,136,33,3.675675675675676,0.8918918918918919,4.121212121212121,0.8880347593582888,0.9508529166169628,0.0,13
771,3422,4.002191380569759,668,3406,191,33,5.162162162162162,0.8918918918918919,5.787878787878788,0.8692686022528955,0.9480879044817444,84.47888946533203,13
554,3422,5.046749452154858,436,3406,228,33,6.162162162162162,0.8918918918918919,6.909090909090909,0.9182615629984052,0.9707742026134608,0.0,13
257,3422,6.703067932797662,96,3406,306,33,8.27027027027027,0.8918918918918919,9.272727272727272,0.9087443058031294,0.9803952991452992,89.24113464355469,13
96,3418,0.4678597516435354,83,3406,29,31,0.7837837837837838,0.8378378378378378,0.935483870967742,0.7124582869855395,0.967522658610272,17.73044204711914,13
59,3420,0.7943754565376187,33,3406,48,32,1.2972972972972974,0.8648648648648649,1.5,0.7080078125,0.9440104166666666,102.55863189697266,13
3436,3395,0.2352081811541271,3420,3388,36,14,0.972972972972973,0.3783783783783784,2.571428571428572,0.6388888888888888,0.971342383107089,124.93220520019533,49
68,3394,0.1822498173849525,57,3384,21,18,0.5675675675675675,0.4864864864864865,1.1666666666666667,0.66005291005291,0.9633204633204632,28.49444961547852,13
93,3393,0.2848794740686632,81,3383,30,19,0.8108108108108109,0.5135135135135135,1.5789473684210529,0.6842105263157895,0.9737827715355806,137.00579833984375,13
2877,3385,0.4309715120525931,2859,3373,38,26,1.027027027027027,0.7027027027027027,1.4615384615384617,0.597165991902834,0.979253112033195,62.14152526855469,49
4089,3385,0.3732651570489408,4081,3369,17,33,0.4594594594594595,0.8918918918918919,0.5151515151515151,0.910873440285205,1.0,0.0,13
3929,3385,6.848429510591672,3783,3369,294,33,7.945945945945946,0.8918918918918919,8.909090909090908,0.9663471449185737,1.0,90.1097640991211,13
3546,3384,10.37143900657414,3305,3369,473,33,12.783783783783784,0.8918918918918919,14.333333333333334,0.9096354667179192,0.9400801138808884,91.74308013916016,13
3263,3385,1.6851716581446312,3216,3369,85,33,2.2972972972972974,0.8918918918918919,2.575757575757576,0.8224598930481284,0.9391410543456136,0.0,13
3155,3384,1.3867786705624543,3115,3369,81,33,2.189189189189189,0.8918918918918919,2.4545454545454546,0.7102506546950992,0.8661040145985401,67.3587646484375,13
2992,3385,4.343681519357195,2891,3369,206,33,5.567567567567568,0.8918918918918919,6.242424242424242,0.874742571344513,0.9689587746455924,90.28487396240234,13
2798,3384,2.7019722425127832,2741,3369,125,33,3.3783783783783785,0.8918918918918919,3.787878787878788,0.8967272727272727,0.9553202479338844,0.0,13
2665,3385,3.2490869247626004,2596,3369,140,33,3.783783783783784,0.8918918918918919,4.242424242424242,0.9627705627705628,1.0,0.0,13
2465,3384,3.9547114682249815,2381,3369,180,33,4.864864864864865,0.8918918918918919,5.454545454545454,0.9114478114478114,0.9660956459671663,0.0,13
2301,3384,3.485756026296567,2217,3369,160,33,4.324324324324325,0.8918918918918919,4.848484848484849,0.9037878787878788,0.990760925983598,0.0,13
2209,3387,0.5230094959824689,2197,3369,32,33,0.8648648648648649,0.8918918918918919,0.9696969696969696,0.678030303030303,0.9855471438403304,152.78570556640625,13
2062,3384,6.016800584368152,1933,3369,260,33,7.027027027027027,0.8918918918918919,7.878787878787879,0.96002331002331,0.993846525096525,88.99029541015625,13
1833,3385,4.370708546384222,1740,3369,188,33,5.081081081081081,0.8918918918918919,5.696969696969697,0.964458413926499,1.0,89.81517791748047,13
1675,3385,2.781227173119065,1616,3369,120,33,3.2432432432432434,0.8918918918918919,3.636363636363636,0.961489898989899,1.0,89.67073059082031,13
1518,3385,4.347333820306793,1425,3369,187,33,5.054054054054054,0.8918918918918919,5.666666666666667,0.9644304002592772,1.0,0.0423664413392543,13
1342,3385,3.622717311906501,1265,3369,156,33,4.216216216216216,0.8918918918918919,4.727272727272728,0.9633838383838385,1.0,90.23290252685548,13
1137,3384,4.821402483564646,1033,3369,228,33,6.162162162162162,0.8918918918918919,6.909090909090909,0.8772594364699627,0.9480071813285458,86.0813217163086,13
925,3384,2.9112490869247627,863,3369,136,33,3.675675675675676,0.8918918918918919,4.121212121212121,0.8880347593582888,0.9508529166169628,0.0,13
771,3384,3.9762600438276112,668,3369,191,33,5.162162162162162,0.8918918918918919,5.787878787878788,0.8636363636363636,0.9185791427607156,93.47975158691406,13
543,3385,5.560628195763331,406,3369,258,33,6.972972972972973,0.8918918918918919,7.818181818181818,0.8941155743481325,0.9617206746257344,86.30538940429688,13
325,3385,3.5211833455076698,238,3369,164,33,4.4324324324324325,0.8918918918918919,4.96969696969697,0.8907058388765706,0.9751188429250532,0.0,13
236,3382,0.2633308984660336,230,3369,16,33,0.4324324324324324,0.8918918918918919,0.4848484848484848,0.6827651515151515,0.9849726775956285,32.115478515625,49
166,3374,0.0796201607012417,162,3369,13,15,0.3513513513513513,0.4054054054054054,0.8666666666666667,0.558974358974359,0.9732142857142856,32.89592361450195,49
169,3385,2.3754565376187,99,3369,127,33,3.4324324324324325,0.8918918918918919,3.8484848484848486,0.7759484609878311,0.8798701298701299,95.97843170166016,13
42,3383,0.4386413440467494,31,3369,33,33,0.8918918918918919,0.8918918918918919,1.0,0.5514233241505969,0.8001332445036642,20.641456604003903,13
169,3357,0.14572680788897,162,3349,16,16,0.4324324324324324,0.4324324324324324,1.0,0.779296875,0.9827586206896552,7.266913414001465,49
61,3354,0.3484295105916727,41,3337,33,28,0.8918918918918919,0.7567567567567568,1.1785714285714286,0.5162337662337663,0.9675456389452332,0.0,13
2877,3348,0.4309715120525931,2859,3336,38,26,1.027027027027027,0.7027027027027027,1.4615384615384617,0.597165991902834,0.979253112033195,62.14152526855469,49
4089,3348,0.3732651570489408,4081,3332,17,33,0.4594594594594595,0.8918918918918919,0.5151515151515151,0.910873440285205,1.0,0.0,13
3929,3348,6.848429510591672,3783,3332,294,33,7.945945945945946,0.8918918918918919,8.909090909090908,0.9663471449185737,1.0,90.1097640991211,13
3541,3348,11.032505478451425,3305,3332,473,33,12.783783783783784,0.8918918918918919,14.333333333333334,0.967614837593696,1.0,89.93489074707031,13
3265,3348,1.6358655953250547,3230,3332,71,33,1.9189189189189189,0.8918918918918919,2.1515151515151514,0.9558258642765683,1.0,89.24628448486328,13
3177,3348,2.2202337472607745,3130,3332,96,33,2.5945945945945947,0.8918918918918919,2.909090909090909,0.9594381313131312,1.0,90.4546890258789,13
3004,3347,4.760043827611395,2902,3332,223,33,6.027027027027027,0.8918918918918919,6.757575757575758,0.8855143361869819,0.9569718775240472,85.22233581542969,13
2798,3347,2.7019722425127832,2741,3332,125,33,3.3783783783783785,0.8918918918918919,3.787878787878788,0.8967272727272727,0.9553202479338844,0.0,13
2665,3348,3.2490869247626004,2596,3332,140,33,3.783783783783784,0.8918918918918919,4.242424242424242,0.9627705627705628,1.0,0.0,13
2485,3348,4.885317750182615,2381,3332,210,33,5.675675675675675,0.8918918918918919,6.363636363636363,0.9650793650793652,1.0,0.0,13
2289,3347,4.0482103725346965,2197,3332,180,33,4.864864864864865,0.8918918918918919,5.454545454545454,0.932996632996633,0.9986485268943148,100.25035095214844,13
1966,3347,10.52191380569759,1740,3332,453,33,12.243243243243244,0.8918918918918919,13.727272727272728,0.9635761589403974,0.9959207660663048,89.99443054199219,13
1579,3347,7.18809349890431,1425,3332,311,33,8.405405405405405,0.8918918918918919,9.424242424242424,0.9588326999902562,0.9920358889056908,89.61541748046875,13
1342,3348,3.622717311906501,1265,3332,156,33,4.216216216216216,0.8918918918918919,4.727272727272728,0.9633838383838385,1.0,90.23290252685548,13
1146,3348,5.305697589481373,1033,3332,228,33,6.162162162162162,0.8918918918918919,6.909090909090909,0.9653774587985114,1.0,90.14691162109376,13
945,3348,3.856099342585829,863,3332,166,33,4.486486486486487,0.8918918918918919,5.03030303030303,0.9636728733114276,1.0,90.0,13
783,3348,3.497808619430241,697,3332,162,33,4.378378378378378,0.8918918918918919,4.909090909090909,0.8957164234942012,0.9592347756410255,0.0,13
