cx,cy,area,x,y,width,height,aspectratio,extent,solidity,angle,w,h,tag
3599.0,697.0,1.528888888888889,3569.0,590.0,1.36,3.92,0.3469387755102041,0.286781379218354,0.5007569581926168,12.75687313079834,,,13
2638.0,697.0,1.5363555555555557,2607.0,590.0,1.3866666666666667,3.92,0.3537414965986394,0.2826399790685505,0.4953571019144789,12.43937873840332,,,13
1270.0,747.0,3.320533333333333,1226.0,578.0,2.08,7.76,0.268041237113402,0.2057229711868887,0.2963256758471887,2.6683661937713623,,,13
1010.0,731.0,3.2128,968.0,578.0,2.053333333333333,6.773333333333333,0.3031496062992125,0.2310052152571838,0.3393675354916247,2.7407679557800293,,,13
762.0,702.0,2.988088888888889,720.0,578.0,2.053333333333333,5.253333333333333,0.3908629441624365,0.2770123277737492,0.4295864642437254,6.069665908813477,,,13
126.0,692.0,3.6540444444444447,84.0,553.0,2.053333333333333,6.453333333333333,0.3181818181818182,0.2757593646023398,0.3855995797688729,3.629141330718994,,,13
1638.0,426.0,1.5761777777777777,1605.0,395.0,2.053333333333333,3.2533333333333334,0.6311475409836065,0.2359484777517564,0.4326566464961936,34.73060607910156,,,13
3418.0,427.0,1.6963555555555556,3386.0,393.0,2.053333333333333,3.306666666666666,0.6209677419354839,0.2498428990364474,0.4560313515580195,25.45207023620605,,,13
3066.0,426.0,1.6312888888888888,3032.0,393.0,2.053333333333333,3.306666666666666,0.6209677419354839,0.2402597402597402,0.4414085049066769,30.55964469909668,,,13
1817.0,406.0,1.7475555555555555,1784.0,375.0,2.053333333333333,3.28,0.6260162601626016,0.2594762960616619,0.478112840466926,0.0,,,13
1643.0,378.0,0.3228444444444444,1605.0,375.0,2.053333333333333,0.1866666666666666,10.999999999999998,0.8423005565862708,1.0,90.0,,,13
2627.0,391.0,1.6608,2595.0,356.0,2.053333333333333,3.6266666666666665,0.5661764705882353,0.2230233002291826,0.4105651753537839,22.299814224243164,,,13
3707.0,386.0,0.8956444444444445,3696.0,334.0,0.8533333333333334,2.2666666666666666,0.3764705882352941,0.4630514705882353,0.7408823529411764,176.1842803955078,,,102
3195.0,377.0,1.5153777777777775,3176.0,324.0,1.0666666666666669,2.88,0.3703703703703704,0.493287037037037,0.6033408833522084,2.6724252700805664,,,115
2682.0,321.0,0.1400888888888889,2675.0,314.0,0.4533333333333333,0.4533333333333333,1.0,0.6816608996539794,0.9800995024875624,71.77653503417969,,,100
3126.0,266.0,0.0497777777777777,3118.0,262.0,0.4,0.2933333333333333,1.3636363636363638,0.4242424242424242,0.7777777777777777,70.375732421875,,,13
3191.0,266.0,0.5397333333333333,3139.0,260.0,3.1733333333333333,0.8266666666666667,3.838709677419355,0.2057468148549742,0.4529991047448522,93.6919174194336,,,13
3256.0,360.0,1.6426666666666667,3213.0,252.0,2.053333333333333,3.9466666666666654,0.5202702702702703,0.2027027027027027,0.375640295959021,23.556041717529297,,,13
61.0,302.0,1.2163555555555556,47.0,249.0,0.8,2.88,0.2777777777777778,0.5279320987654321,0.7085749792874897,149.6345977783203,,,110
3773.0,365.0,3.0268444444444444,3732.0,246.0,2.053333333333333,4.64,0.4425287356321839,0.317696671144947,0.5617288023754536,13.90656280517578,,,13
172.0,246.0,0.1408,164.0,239.0,0.4533333333333333,0.4533333333333333,1.0,0.685121107266436,0.9801980198019804,0.0,,,100
3429.0,345.0,1.8449777777777776,3386.0,234.0,2.053333333333333,3.9466666666666654,0.5202702702702703,0.2276676026676027,0.4257815705259702,3.298323631286621,,,13
3075.0,343.0,1.9153777777777776,3032.0,234.0,2.053333333333333,3.9466666666666654,0.5202702702702703,0.2363548613548613,0.4369018653690186,19.608976364135746,,,13
3523.0,240.0,0.3854222222222222,3467.0,232.0,3.04,0.7733333333333333,3.931034482758621,0.1639443436176648,0.3542483660130718,75.7916030883789,,,13
2873.0,233.0,0.3128888888888889,2843.0,224.0,2.16,0.7733333333333333,2.793103448275862,0.1873137505321413,0.5808580858085809,110.79817962646484,,,13
2695.0,228.0,0.0547555555555555,2687.0,224.0,0.4,0.2933333333333333,1.3636363636363638,0.4666666666666666,0.7938144329896908,76.65823364257812,,,13
1996.0,349.0,2.881422222222222,1955.0,224.0,2.053333333333333,4.72,0.4350282485875706,0.2973072125614499,0.5439291227599168,16.152830123901367,,,13
1461.0,348.0,2.8149333333333333,1420.0,224.0,2.053333333333333,4.693333333333333,0.4375,0.2920971074380165,0.5358375634517767,10.743452072143556,,,13
2776.0,226.0,0.704,2721.0,221.0,3.013333333333333,0.2933333333333333,10.272727272727272,0.7964601769911505,0.968688845401174,90.13119506835938,,,13
2284.0,268.0,0.8565333333333334,2269.0,216.0,0.8266666666666667,2.7466666666666666,0.3009708737864078,0.3772314437832759,0.532258064516129,2.59558653831482,,,101
2932.0,308.0,2.0273777777777777,2893.0,215.0,2.373333333333333,3.92,0.6054421768707483,0.2179163800351601,0.3773410098603666,173.92373657226562,,,13
3599.0,304.0,1.6444444444444444,3569.0,196.0,1.36,3.9466666666666654,0.3445945945945946,0.3063725490196078,0.5317314325132214,6.686301708221436,,,13
2638.0,304.0,1.6419555555555556,2608.0,196.0,1.36,3.9466666666666654,0.3445945945945946,0.3059088500264971,0.5338728323699422,19.34678840637207,,,13
1647.0,304.0,1.6771555555555555,1618.0,196.0,1.3333333333333333,3.973333333333333,0.3355704697986577,0.3165771812080537,0.548169668797211,9.952230453491213,,,13
2446.0,317.0,2.930133333333333,2417.0,187.0,1.36,5.173333333333333,0.2628865979381444,0.4164645239539115,0.5969143850499783,4.124777793884277,,,13
2204.0,265.0,0.5532444444444444,2202.0,187.0,0.16,4.1866666666666665,0.0382165605095541,0.8259023354564756,1.0,0.0,,,109
1009.0,310.0,2.702933333333333,981.0,187.0,1.36,4.666666666666667,0.2914285714285714,0.4258823529411764,0.6432560500930784,6.262444496154785,,,13
1268.0,299.0,2.869333333333333,1239.0,171.0,1.3866666666666667,5.093333333333334,0.2722513089005235,0.4062625855819572,0.5952644390351848,4.50178337097168,,,13
762.0,290.0,2.8864,733.0,171.0,1.36,4.613333333333333,0.2947976878612717,0.4600476028561713,0.6911877394636016,10.614304542541504,,,13
241.0,153.0,0.512,164.0,147.0,4.1066666666666665,0.64,6.416666666666666,0.1948051948051948,0.3164835164835164,82.43303680419922,,,13
121.0,284.0,3.2373333333333334,97.0,140.0,1.36,7.706666666666667,0.1764705882352941,0.3088744148178302,0.5091142921046745,6.645947456359863,,,13
334.0,215.0,2.2016,295.0,121.0,2.4,3.9466666666666654,0.6081081081081081,0.2324324324324324,0.399586990191017,161.72340393066406,,,13
457.0,245.0,2.9553777777777777,429.0,115.0,1.36,5.12,0.265625,0.4244281045751633,0.6031054999274416,3.0943479537963867,,,13
3488.0,986.0,0.4032,3428.0,969.0,3.2,0.6666666666666666,4.800000000000001,0.189,0.3575031525851198,100.53076171875,,,13
2709.0,927.0,0.3811555555555556,2652.0,904.0,3.04,0.88,3.4545454545454546,0.1424774056353003,0.3630206569590247,78.16006469726562,,,13
3589.0,931.0,1.7560888888888888,3556.0,900.0,2.053333333333333,3.28,0.6260162601626016,0.2607433217189315,0.4804474708171206,0.0,,,13
3136.0,918.0,0.4035555555555555,3078.0,893.0,3.1466666666666665,0.9866666666666668,3.189189189189189,0.1299816765918461,0.3431076178960097,109.52879333496094,,,13
3418.0,899.0,1.626311111111111,3399.0,862.0,1.36,3.6266666666666665,0.375,0.3297289504036908,0.5628153070013534,14.03504467010498,,,13
542.0,882.0,0.5162666666666667,465.0,862.0,3.92,0.8,4.9,0.164625850340136,0.3172383657417522,85.74996948242188,,,13
3244.0,865.0,1.6995555555555557,3226.0,825.0,1.36,3.9466666666666654,0.3445945945945946,0.316640169581346,0.5459113750571037,13.980087280273438,,,13
2627.0,863.0,1.6238222222222225,2608.0,825.0,1.36,3.9466666666666654,0.3445945945945946,0.3025304716481187,0.5296300591441494,10.141730308532717,,,13
503.0,809.0,0.1372444444444444,496.0,802.0,0.4533333333333333,0.4266666666666667,1.0624999999999998,0.7095588235294118,0.9846938775510204,90.0,,,100
2796.0,828.0,1.728711111111111,2777.0,787.0,1.36,3.973333333333333,0.3422818791946309,0.319910514541387,0.5477692654348806,12.822792053222656,,,13
447.0,811.0,1.6124444444444443,429.0,770.0,1.36,3.92,0.3469387755102041,0.302454315059357,0.5237930237930238,13.518871307373049,,,13
644.0,802.0,2.1941333333333333,624.0,750.0,1.36,3.9466666666666654,0.3445945945945946,0.4087837837837837,0.5876023614549609,11.309528350830078,,,13
2284.0,794.0,0.8579555555555556,2268.0,741.0,0.8533333333333334,2.72,0.3137254901960784,0.3696384803921568,0.524223332609168,2.853369951248169,,,101
2204.0,788.0,0.5852444444444445,2201.0,712.0,0.2133333333333333,4.1866666666666665,0.0509554140127388,0.6552547770700636,0.7830637488106565,0.0,,,109
454.0,678.0,0.3228444444444444,416.0,675.0,2.053333333333333,0.1866666666666666,10.999999999999998,0.8423005565862708,1.0,90.0,,,13
3187.0,661.0,0.4476444444444444,3118.0,654.0,3.733333333333333,0.8266666666666667,4.516129032258065,0.1450460829493087,0.2984826932195353,96.20899200439452,,,13
3256.0,754.0,1.6266666666666667,3226.0,646.0,1.36,3.9466666666666654,0.3445945945945946,0.303060413354531,0.5259225198298656,5.189209938049316,,,13
1646.0,761.0,2.772266666666667,1618.0,640.0,1.36,4.64,0.2931034482758621,0.4393171061528059,0.6640265712825754,5.153228759765625,,,13
2386.0,688.0,0.8579555555555556,2374.0,634.0,0.8533333333333334,2.293333333333333,0.3720930232558139,0.4384084302325581,0.705968402574605,176.36111450195312,,,102
3429.0,735.0,1.539911111111111,3399.0,628.0,1.36,3.92,0.3469387755102041,0.2888488728824863,0.5040148958454556,9.46038055419922,,,13
3070.0,769.0,3.131022222222222,3045.0,628.0,1.3866666666666667,7.706666666666667,0.1799307958477508,0.2929864253393665,0.4891406987724268,5.885097980499268,,,13
3523.0,634.0,0.3854222222222222,3467.0,626.0,3.04,0.7733333333333333,3.931034482758621,0.1639443436176648,0.3542483660130718,75.7916488647461,,,13
3776.0,781.0,3.369955555555556,3745.0,621.0,1.36,7.1466666666666665,0.1902985074626866,0.3467222709979514,0.4522378089512358,3.625434875488281,,,13
1996.0,759.0,3.115733333333333,1968.0,621.0,1.36,5.653333333333333,0.2405660377358491,0.4052441731409544,0.562127140932709,2.205739736557007,,,13
1461.0,759.0,3.0574222222222223,1433.0,621.0,1.36,5.626666666666667,0.2417061611374407,0.3995446519840163,0.552954793903929,2.2788572311401367,,,13
2743.0,623.0,0.4188444444444444,2681.0,616.0,3.333333333333333,0.7466666666666667,4.464285714285714,0.1682857142857143,0.3446459918080749,99.06578826904295,,,13
2808.0,714.0,1.7201777777777778,2777.0,609.0,1.36,3.9466666666666654,0.3445945945945946,0.3204822469528351,0.5536102528893466,18.17932510375977,,,13
2448.0,763.0,3.3198222222222222,2417.0,596.0,1.36,7.76,0.1752577319587629,0.3145677514992251,0.3880069813829787,3.427343845367432,,,13
3599.0,697.0,1.528888888888889,3569.0,590.0,1.36,3.92,0.3469387755102041,0.286781379218354,0.5007569581926168,12.75687313079834,,,13
2638.0,697.0,1.5363555555555557,2607.0,590.0,1.3866666666666667,3.92,0.3537414965986394,0.2826399790685505,0.4953571019144789,12.43937873840332,,,13
1270.0,747.0,3.320533333333333,1226.0,578.0,2.08,7.76,0.268041237113402,0.2057229711868887,0.2963256758471887,2.6683661937713623,,,13
1010.0,731.0,3.2128,968.0,578.0,2.053333333333333,6.773333333333333,0.3031496062992125,0.2310052152571838,0.3393675354916247,2.7407679557800293,,,13
762.0,702.0,2.988088888888889,720.0,578.0,2.053333333333333,5.253333333333333,0.3908629441624365,0.2770123277737492,0.4295864642437254,6.069665908813477,,,13
126.0,692.0,3.6540444444444447,84.0,553.0,2.053333333333333,6.453333333333333,0.3181818181818182,0.2757593646023398,0.3855995797688729,3.629141330718994,,,13
1638.0,426.0,1.5761777777777777,1605.0,395.0,2.053333333333333,3.2533333333333334,0.6311475409836065,0.2359484777517564,0.4326566464961936,34.73060607910156,,,13
3418.0,427.0,1.6963555555555556,3386.0,393.0,2.053333333333333,3.306666666666666,0.6209677419354839,0.2498428990364474,0.4560313515580195,25.45207023620605,,,13
3066.0,426.0,1.6312888888888888,3032.0,393.0,2.053333333333333,3.306666666666666,0.6209677419354839,0.2402597402597402,0.4414085049066769,30.55964469909668,,,13
1817.0,406.0,1.7475555555555555,1784.0,375.0,2.053333333333333,3.28,0.6260162601626016,0.2594762960616619,0.478112840466926,0.0,,,13
1643.0,378.0,0.3228444444444444,1605.0,375.0,2.053333333333333,0.1866666666666666,10.999999999999998,0.8423005565862708,1.0,90.0,,,13
2627.0,391.0,1.6608,2595.0,356.0,2.053333333333333,3.6266666666666665,0.5661764705882353,0.2230233002291826,0.4105651753537839,22.299814224243164,,,13
3707.0,386.0,0.8956444444444445,3696.0,334.0,0.8533333333333334,2.2666666666666666,0.3764705882352941,0.4630514705882353,0.7408823529411764,176.1842803955078,,,102
3195.0,377.0,1.5153777777777775,3176.0,324.0,1.0666666666666669,2.88,0.3703703703703704,0.493287037037037,0.6033408833522084,2.6724252700805664,,,115
2682.0,321.0,0.1400888888888889,2675.0,314.0,0.4533333333333333,0.4533333333333333,1.0,0.6816608996539794,0.9800995024875624,71.77653503417969,,,100
3126.0,266.0,0.0497777777777777,3118.0,262.0,0.4,0.2933333333333333,1.3636363636363638,0.4242424242424242,0.7777777777777777,70.375732421875,,,13
3191.0,266.0,0.5397333333333333,3139.0,260.0,3.1733333333333333,0.8266666666666667,3.838709677419355,0.2057468148549742,0.4529991047448522,93.6919174194336,,,13
3256.0,360.0,1.6426666666666667,3213.0,252.0,2.053333333333333,3.9466666666666654,0.5202702702702703,0.2027027027027027,0.375640295959021,23.556041717529297,,,13
61.0,302.0,1.2163555555555556,47.0,249.0,0.8,2.88,0.2777777777777778,0.5279320987654321,0.7085749792874897,149.6345977783203,,,110
3773.0,365.0,3.0268444444444444,3732.0,246.0,2.053333333333333,4.64,0.4425287356321839,0.317696671144947,0.5617288023754536,13.90656280517578,,,13
172.0,246.0,0.1408,164.0,239.0,0.4533333333333333,0.4533333333333333,1.0,0.685121107266436,0.9801980198019804,0.0,,,100
3429.0,345.0,1.8449777777777776,3386.0,234.0,2.053333333333333,3.9466666666666654,0.5202702702702703,0.2276676026676027,0.4257815705259702,3.298323631286621,,,13
3075.0,343.0,1.9153777777777776,3032.0,234.0,2.053333333333333,3.9466666666666654,0.5202702702702703,0.2363548613548613,0.4369018653690186,19.608976364135746,,,13
3523.0,240.0,0.3854222222222222,3467.0,232.0,3.04,0.7733333333333333,3.931034482758621,0.1639443436176648,0.3542483660130718,75.7916030883789,,,13
2873.0,233.0,0.3128888888888889,2843.0,224.0,2.16,0.7733333333333333,2.793103448275862,0.1873137505321413,0.5808580858085809,110.79817962646484,,,13
2695.0,228.0,0.0547555555555555,2687.0,224.0,0.4,0.2933333333333333,1.3636363636363638,0.4666666666666666,0.7938144329896908,76.65823364257812,,,13
1996.0,349.0,2.881422222222222,1955.0,224.0,2.053333333333333,4.72,0.4350282485875706,0.2973072125614499,0.5439291227599168,16.152830123901367,,,13
1461.0,348.0,2.8149333333333333,1420.0,224.0,2.053333333333333,4.693333333333333,0.4375,0.2920971074380165,0.5358375634517767,10.743452072143556,,,13
2776.0,226.0,0.704,2721.0,221.0,3.013333333333333,0.2933333333333333,10.272727272727272,0.7964601769911505,0.968688845401174,90.13119506835938,,,13
2284.0,268.0,0.8565333333333334,2269.0,216.0,0.8266666666666667,2.7466666666666666,0.3009708737864078,0.3772314437832759,0.532258064516129,2.59558653831482,,,101
2932.0,308.0,2.0273777777777777,2893.0,215.0,2.373333333333333,3.92,0.6054421768707483,0.2179163800351601,0.3773410098603666,173.92373657226562,,,13
3599.0,304.0,1.6444444444444444,3569.0,196.0,1.36,3.9466666666666654,0.3445945945945946,0.3063725490196078,0.5317314325132214,6.686301708221436,,,13
2638.0,304.0,1.6419555555555556,2608.0,196.0,1.36,3.9466666666666654,0.3445945945945946,0.3059088500264971,0.5338728323699422,19.34678840637207,,,13
1647.0,304.0,1.6771555555555555,1618.0,196.0,1.3333333333333333,3.973333333333333,0.3355704697986577,0.3165771812080537,0.548169668797211,9.952230453491213,,,13
2446.0,317.0,2.930133333333333,2417.0,187.0,1.36,5.173333333333333,0.2628865979381444,0.4164645239539115,0.5969143850499783,4.124777793884277,,,13
2204.0,265.0,0.5532444444444444,2202.0,187.0,0.16,4.1866666666666665,0.0382165605095541,0.8259023354564756,1.0,0.0,,,109
1009.0,310.0,2.702933333333333,981.0,187.0,1.36,4.666666666666667,0.2914285714285714,0.4258823529411764,0.6432560500930784,6.262444496154785,,,13
1268.0,299.0,2.869333333333333,1239.0,171.0,1.3866666666666667,5.093333333333334,0.2722513089005235,0.4062625855819572,0.5952644390351848,4.50178337097168,,,13
762.0,290.0,2.8864,733.0,171.0,1.36,4.613333333333333,0.2947976878612717,0.4600476028561713,0.6911877394636016,10.614304542541504,,,13
241.0,153.0,0.512,164.0,147.0,4.1066666666666665,0.64,6.416666666666666,0.1948051948051948,0.3164835164835164,82.43303680419922,,,13
121.0,284.0,3.2373333333333334,97.0,140.0,1.36,7.706666666666667,0.1764705882352941,0.3088744148178302,0.5091142921046745,6.645947456359863,,,13
334.0,215.0,2.2016,295.0,121.0,2.4,3.9466666666666654,0.6081081081081081,0.2324324324324324,0.399586990191017,161.72340393066406,,,13
457.0,245.0,2.9553777777777777,429.0,115.0,1.36,5.12,0.265625,0.4244281045751633,0.6031054999274416,3.0943479537963867,,,13
3447.0,4080.0,1.0133333333333334,3295.0,4043.0,7.946666666666666,1.4666666666666666,5.418181818181818,0.0869432580841977,0.2981483418767653,100.3729019165039,,,13
702.0,4047.0,0.1649777777777777,693.0,4038.0,0.5066666666666667,0.5066666666666667,1.0,0.6426592797783932,0.9626556016597512,90.0,,,100
701.0,4074.0,0.8867555555555555,655.0,4037.0,2.533333333333333,1.4933333333333334,1.6964285714285712,0.2343984962406015,0.2963755199049316,0.030681325122714,,,13
3641.0,4033.0,1.5904,3623.0,3994.0,1.3333333333333333,3.9466666666666654,0.3378378378378378,0.3022297297297297,0.5266690215471564,11.47566032409668,,,13
39.0,3968.0,0.8970666666666667,28.0,3916.0,0.8533333333333334,2.2666666666666666,0.3764705882352941,0.4637867647058823,0.7420588235294118,174.76712036132812,,,102
1135.0,3944.0,0.8519111111111111,1120.0,3891.0,0.8266666666666667,2.7466666666666666,0.3009708737864078,0.3751957406827435,0.5244035894068724,1.7765178680419922,,,101
1660.0,3953.0,2.929422222222222,1640.0,3881.0,1.3333333333333333,5.626666666666667,0.2369668246445497,0.390473933649289,0.5433621315043197,3.416821956634521,,,13
3946.0,3940.0,0.5568,3944.0,3862.0,0.16,4.213333333333333,0.0379746835443038,0.8259493670886077,1.0,0.0,,,109
3131.0,3940.0,0.5639111111111111,3128.0,3862.0,0.1866666666666666,4.213333333333333,0.0443037974683544,0.7169981916817361,0.8811111111111112,0.0,,,109
1906.0,3938.0,3.485155555555556,1726.0,3862.0,8.826666666666666,4.213333333333333,2.09493670886076,0.0937129526941757,0.0999001202633563,90.0040054321289,,,13
1395.0,3914.0,2.933333333333333,1374.0,3862.0,1.36,4.64,0.2931034482758621,0.464841108857336,0.6910126476254292,5.97681999206543,,,13
1039.0,3940.0,0.6684444444444444,1036.0,3862.0,0.1866666666666666,4.213333333333333,0.0443037974683544,0.8499095840867992,1.0,0.0,,,109
1342.0,3912.0,0.9315555555555556,1331.0,3859.0,0.8533333333333334,2.293333333333333,0.3720930232558139,0.4760174418604651,0.7245575221238938,178.50440979003906,,,102
3211.0,3902.0,1.4375111111111112,3192.0,3850.0,1.0666666666666669,2.853333333333333,0.3738317757009345,0.4723130841121495,0.5774889301528353,1.9994611740112305,,,115
640.0,3902.0,1.5189333333333332,621.0,3850.0,1.0666666666666669,2.853333333333333,0.3738317757009345,0.4990654205607476,0.6054421768707483,2.7129008769989014,,,115
3587.0,3847.0,1.2177777777777778,3573.0,3793.0,0.8,2.88,0.2777777777777778,0.5285493827160495,0.7089629476298903,120.64833068847656,,,110
2100.0,3927.0,2.832,2071.0,3790.0,1.3866666666666667,5.6,0.2476190476190476,0.3646978021978022,0.5086856558947502,3.7775766849517822,,,13
706.0,3909.0,2.8508444444444443,677.0,3790.0,1.36,4.64,0.2931034482758621,0.4517692134324994,0.6770244026006923,6.739158630371094,,,13
3273.0,3919.0,3.1914666666666665,3248.0,3778.0,1.36,7.706666666666667,0.1764705882352941,0.3044982698961936,0.5099999999999999,5.6917009353637695,,,13
2896.0,3909.0,3.0474666666666668,2868.0,3772.0,1.36,5.6,0.2428571428571428,0.400140056022409,0.5540042660461509,2.1268415451049805,,,13
3483.0,3780.0,1.0339555555555555,3329.0,3771.0,8.106666666666667,0.9333333333333332,8.685714285714287,0.1366541353383458,0.298164667281862,83.7901840209961,,,13
2626.0,3884.0,2.203377777777778,2602.0,3759.0,1.36,6.72,0.2023809523809524,0.2410908807967631,0.4436569301260023,15.02880573272705,,,13
436.0,3884.0,2.0576,411.0,3759.0,1.36,6.72,0.2023809523809524,0.2251400560224089,0.4186803646360874,11.574448585510254,,,13
2365.0,3873.0,2.702933333333333,2336.0,3753.0,1.3866666666666667,4.586666666666667,0.3023255813953488,0.4249776386404292,0.6447290306165719,6.573327541351318,,,13
175.0,3873.0,2.702933333333333,146.0,3753.0,1.3866666666666667,4.586666666666667,0.3023255813953488,0.4249776386404292,0.6447290306165719,6.573290824890137,,,13
3652.0,3833.0,1.583288888888889,3623.0,3734.0,1.3333333333333333,3.6266666666666665,0.3676470588235294,0.3274264705882354,0.5616801210898084,6.914923191070557,,,13
3452.0,3603.0,1.1207111111111112,3286.0,3584.0,8.853333333333333,0.72,12.296296296296298,0.1758143685854529,0.279953814725997,90.77296447753906,,,13
1892.0,3541.0,1.1004444444444443,1728.0,3521.0,8.773333333333333,0.7733333333333333,11.344827586206897,0.1621947384970128,0.2685699409927108,90.74729919433594,,,13
3642.0,3522.0,1.583288888888889,3623.0,3487.0,1.3333333333333333,3.6266666666666665,0.3676470588235294,0.3274264705882354,0.5590007532011048,11.972737312316896,,,13
3268.0,3522.0,1.5804444444444443,3249.0,3487.0,1.3333333333333333,3.6266666666666665,0.3676470588235294,0.3268382352941177,0.5620890237733941,13.42467212677002,,,13
2836.0,3480.0,0.8938666666666667,2825.0,3428.0,0.8533333333333334,2.2666666666666666,0.3764705882352941,0.4621323529411765,0.7402826855123675,173.5091094970703,,,102
2622.0,3475.0,3.0300444444444445,2602.0,3394.0,1.36,5.786666666666667,0.2350230414746544,0.3850185235384476,0.5122009856953961,3.921783447265625,,,13
432.0,3473.0,2.9091555555555555,411.0,3394.0,1.3866666666666667,5.786666666666667,0.2396313364055299,0.3625487415809996,0.4899694592490567,3.877341985702514,,,13
2888.0,3454.0,3.0147555555555554,2868.0,3374.0,1.36,6.133333333333334,0.2217391304347826,0.3614236999147484,0.4844866007656705,2.608773708343506,,,13
2357.0,3445.0,3.0652444444444447,2336.0,3374.0,1.36,5.653333333333333,0.2405660377358491,0.3986773954864965,0.5511795920976921,2.0257883071899414,,,13
167.0,3445.0,3.0652444444444447,146.0,3374.0,1.36,5.653333333333333,0.2405660377358491,0.3986773954864965,0.5511795920976921,2.0257930755615234,,,13
